CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD
300105,15,0.09205,0.00091,0.09181,1e-05,0.09314,1e-05,18.9072,0.264969,38.1602,0.266341,-9.0,0,1,0.072885,0.027341,0.32783,0.090019,19.1822,0.0399496,0.000381157,1.40246e-05,8.38124e-05,-2.72605e-07,-3.07893e-07,351.71,-0.7301,-999,-999,17.8554,-65.6529,250,0.0363902,9.04492,0.059,55784.7,0.0769,40,26.7311,0.94654,0.0606,0.0224,0.0456,0.005,1.0,0.028
iPTF17dz,150,0.09293,0.01004,0.09284,0.01,0.092,0.01,18.9696,0.492553,38.2226,0.493293,-9.0,0,1,0.11392,0.084127,1.72317,1.05757,19.0785,0.17485,0.000419383,6.75381e-05,0.0426549,-5.4867e-05,-5.13779e-06,126.107,24.9978,-999,-999,-9.0,-26.3455,250,0.0248646,8.80725,0.138,57767.8,0.9785,20,23.7412,0.30576,0.2082,0.245,-0.0416,0.021,1.0,0.016
160099,15,0.10165,0.00092,0.10142,1e-05,0.10102,1e-05,19.0452,0.16334,38.2982,0.165557,-9.0,0,1,-0.023302,0.028187,0.63877,0.12725,18.9294,0.0415475,0.000481113,1.84106e-05,-0.000207185,9.38673e-09,-4.47446e-07,214.667,54.1831,-999,-999,17.3342,-60.6658,250,0.0106541,9.5937,0.288,55701.1,0.4115,24,22.2237,0.56591,0.0604,0.0206,-0.0019,0.002,1.0,0.009
000190,15,0.10221,0.00136,0.10237,0.001,0.1011,0.001,19.1555,0.185457,38.4085,0.187412,-9.0,0,1,0.003738,0.025848,0.084611,0.098045,19.2136,0.0339766,0.000370314,1.15885e-05,0.000350899,-3.21596e-07,-2.56692e-07,148.988,2.2635,-999,-999,18.2494,44.0736,250,0.0188304,7.0,0.52,55224.4,0.0677,31,18.571,0.9617,0.0556,0.0303,0.0066,0.002,1.0,0.013
140181,15,0.10246,0.00092,0.10231,1e-05,0.10154,1e-05,18.9981,0.197718,38.2511,0.199553,-9.0,0,1,0.017158,0.026802,0.78345,0.11352,18.995,0.0358725,0.000452915,1.49642e-05,0.000353372,-6.48686e-07,-3.33992e-07,183.738,46.845,-999,-999,17.3797,-41.2939,250,0.0142722,9.67327,0.008,55642.6,0.0926,24,12.8688,0.96823,0.0604,0.0204,0.007,0.002,1.0,0.015
18697,1,0.10661,0.00092,0.10638,1e-05,0.10762,1e-05,19.0081,0.193664,38.2611,0.195537,-9.0,0,1,-0.002417,0.021137,0.73545,0.12052,18.9675,0.0277229,0.000464496,1.18603e-05,-2.88472e-06,-5.83146e-08,-1.94459e-07,11.2239,-0.9971,-9,-9,1.19,-61.7105,250,0.016865,9.67706,0.043,54384.4,0.1929,55,47.17,0.7645,0.0512,0.0197,0.023,0.005,1.0,0.015
20625,1,0.10707,0.00092,0.10684,2e-05,0.10813,2e-05,19.2094,0.14869,38.4624,0.151122,-9.0,0,1,-0.000837,0.023675,-0.101771,0.20648,19.2299,0.0321375,0.000364799,1.07979e-05,0.00136706,-5.88686e-07,-2.0592e-07,5.6834,-0.479,-9,-9,1.543,-62.2616,250,0.0210288,10.0166,0.048,54423.6,0.1794,19,14.1273,0.77622,0.0532,0.0196,-0.0444,0.002,1.0,0.008
21034,1,0.10774,0.00092,0.10751,1e-05,0.10855,1e-05,19.2454,0.178023,38.4984,0.180059,-9.0,0,1,0.035552,0.024049,0.064478,0.29463,19.3396,0.0316908,0.000329724,9.62407e-06,0.00159933,-2.98006e-07,-1.76612e-07,28.1414,1.2441,-9,-9,3.527,-62.8826,250,0.02138,10.0033,0.041,54426.1,0.2942,16,12.1883,0.73092,0.0608,0.0195,-0.0586,0.002,1.0,0.011
500038,15,0.10794,0.00092,0.1081,1e-05,0.10682,1e-05,19.1487,0.185149,38.4017,0.187108,-9.0,0,1,0.00565,0.027048,1.20471,0.19717,19.049,0.0344471,0.000430908,1.36714e-05,0.00110435,-8.20201e-07,-3.20978e-07,150.193,2.5513,-999,-999,17.35,42.5255,250,0.0154521,9.73659,0.104,56390.4,0.2124,15,31.8941,0.0066552,0.0605,0.0195,0.0082,0.003,1.0,0.013
020027,15,0.11001,0.00136,0.10988,0.001,0.1091,0.001,19.3171,0.177701,38.5701,0.179741,-9.0,0,1,0.036283,0.029087,0.29665,0.15075,19.3621,0.0335753,0.000322963,9.98731e-06,-0.000914233,2.38422e-08,-2.48305e-07,186.336,46.0152,-999,-999,16.5943,-37.194,250,0.012094,10.0054,0.107,55270.8,0.2451,14,17.6331,0.224,0.0735,0.0282,-0.0758,0.002,1.0,0.009
18650,1,0.11259,0.00093,0.11243,3e-05,0.11371,3e-05,19.3684,0.160952,38.6214,0.163201,-9.0,0,1,-0.037948,0.024519,0.88484,0.11778,19.1929,0.0523154,0.000377418,1.81856e-05,0.000259725,-2.29321e-07,-3.48776e-07,328.447,0.0151,-9,-9,0.075,-45.0863,250,0.0788783,8.53633,0.076,54387.9,0.1298,46,45.907,0.47612,0.0508,0.0189,0.02,0.004,1.0,0.01
18612,1,0.11388,0.00093,0.11365,2e-05,0.11489,2e-05,19.1346,0.193044,38.3876,0.194923,-9.0,0,1,0.064074,0.022262,-0.737167,0.13214,19.4256,0.0302881,0.00030461,8.4975e-06,8.39691e-05,-1.24299e-07,-1.5589e-07,12.2879,0.597,-9,-9,1.288,-61.6063,250,0.022574,10.2452,0.092,54383.7,0.1733,52,81.1852,0.00592922,0.0519,0.0187,-0.0682,0.003,1.0,0.015
8719,1,0.1165,0.00093,0.11628,1e-05,0.11757,1e-05,19.2878,0.157601,38.5408,0.159897,-9.0,0,1,-0.062751,0.023422,0.017727,0.16355,19.1687,0.0333505,0.000385938,1.18548e-05,0.00122473,-9.54987e-07,-2.32218e-07,7.7215,-0.7188,-9,-9,1.761,-58.0587,250,0.0198244,8.80164,0.07,53690.0,0.1065,28,36.0968,0.14015,0.0511,0.0183,0.0252,0.003,1.0,0.009
5395,1,0.11653,0.00106,0.11635,0.0005,0.117,0.0005,19.3772,0.18377,38.6302,0.185742,-9.0,0,1,-0.014134,0.023699,1.18355,0.13593,19.2338,0.044739,0.000363478,1.49775e-05,0.000279285,-2.3672e-07,-2.70251e-07,49.6409,0.1233,-9,-9,0.315,-46.6658,250,0.062183,8.49999,0.075,53663.9,0.1492,63,46.0978,0.94582,0.0527,0.0208,0.0225,0.006,1.0,0.013
2561,1,0.1176,0.00093,0.11741,2e-05,0.11813,2e-05,19.3197,0.23811,38.5727,0.239635,-9.0,0,1,0.041592,0.026424,-0.089094,0.11464,19.5522,0.0489365,0.000271087,1.22185e-05,0.000154901,-1.43633e-07,-2.31483e-07,46.3434,0.8584,-9,-9,5.908,-49.7646,250,0.0658285,7.0,0.033,53639.2,0.1406,74,54.9879,0.95205,0.0608,0.0181,0.0384,0.007,1.0,0.023
490008,15,0.12086,0.01004,0.12067,0.01,0.12,0.01,19.3818,0.30142,38.6348,0.302627,-9.0,0,1,-0.099903,0.02619,0.35309,0.10465,19.1035,0.0353142,0.00040984,1.33303e-05,0.000356043,-4.63714e-07,-2.94539e-07,131.449,44.4206,-999,-999,19.4115,-51.5834,250,0.0232605,8.89488,0.429,56362.6,0.1043,23,25.0514,0.34764,0.0574,0.1907,0.0303,0.002,1.0,0.005
19953,1,0.12207,0.00094,0.1219,2e-05,0.12323,2e-05,19.3415,0.15559,38.5945,0.157915,-9.0,0,1,-0.130952,0.02211,0.72853,0.18419,18.9546,0.0360525,0.000470077,1.56092e-05,0.000929486,-4.41351e-07,-2.51038e-07,332.931,0.5791,-9,-9,1.092,-46.2658,250,0.0445682,9.37542,0.063,54415.2,0.1577,31,35.8413,0.25168,0.0512,0.0177,0.0731,0.006,1.0,0.007
16021,1,0.12357,0.00094,0.12336,2e-05,0.1246,2e-05,19.3634,0.159899,38.6164,0.162163,-9.0,0,1,-0.036819,0.023897,-0.33583,0.12847,19.3661,0.0320816,0.000321782,9.50811e-06,0.000801358,-4.19569e-07,-1.8897e-07,13.8437,-0.3888,-9,-9,1.52,-56.0953,250,0.0220284,9.49127,0.06,54049.1,0.115,37,35.7455,0.52778,0.0514,0.0175,0.0146,0.004,1.0,0.01
6406,1,0.12393,0.00094,0.12377,1e-05,0.12449,1e-05,19.3974,0.143276,38.6504,0.145797,-9.0,0,1,-0.000358,0.023407,0.12939,0.13322,19.3822,0.0452577,0.000317033,1.32152e-05,0.000516246,-2.2248e-07,-2.3777e-07,46.0886,-1.063,-9,-9,0.54,-44.457,250,0.0647628,10.0062,0.054,53674.8,0.1092,63,59.0429,0.61808,0.0494,0.0174,-0.0474,0.001,1.0,0.007
19543,1,0.12405,0.00509,0.12384,0.005,0.1252,0.005,19.582,0.21988,38.835,0.221531,-9.0,0,1,-0.022316,0.024266,-0.83315,0.13952,19.6998,0.0341885,0.000236635,7.45135e-06,0.000626096,-2.67218e-07,-1.41918e-07,357.908,0.2798,-9,-9,0.138,-55.7173,250,0.0303466,8.61533,0.101,54401.0,0.1211,45,45.0806,0.46858,0.0551,0.0943,0.0115,0.008,1.0,0.012
13044,1,0.12472,0.00094,0.12455,2e-05,0.12588,2e-05,19.5086,0.12294,38.7616,0.12587,-9.0,0,1,-0.070705,0.022738,-0.017798,0.12882,19.3395,0.0361454,0.000329747,1.09777e-05,0.000455659,-3.41503e-07,-1.8743e-07,332.543,0.5033,-9,-9,2.61,-45.0282,250,0.0405254,10.0637,0.062,54003.2,0.0928,55,66.2859,0.14168,0.0525,0.0173,-0.0054,0.001,1.0,0.004
2992,1,0.12623,0.00094,0.12608,2e-05,0.12661,2e-05,19.2426,0.292103,38.4956,0.293348,-9.0,0,1,0.10938,0.030776,-0.956571,0.14202,19.825,0.0574565,0.000210871,1.11592e-05,0.000120276,-1.42029e-07,-2.6351e-07,55.497,-0.7827,-9,-9,1.292,-38.3957,250,0.0795535,9.72723,0.057,53641.2,0.1974,63,58.3073,0.64398,0.0675,0.0171,0.0506,0.019,1.0,0.036
744,1,0.1271,0.00094,0.12694,1e-05,0.12825,1e-05,19.4319,0.279584,38.6849,0.280884,-9.0,0,1,0.073211,0.033756,1.39569,0.31642,19.5745,0.0572095,0.000265577,1.39938e-05,0.000687979,1.27034e-07,-3.80414e-07,329.198,0.3175,-9,-9,1.615,-41.9263,250,0.0496069,9.90923,0.075,53612.9,0.7889,31,20.4068,0.92668,0.0774,0.017,0.0697,0.015,1.0,0.03
14871,1,0.1272,0.00106,0.12705,0.0005,0.1276,0.0005,19.4899,0.157206,38.7429,0.159508,-9.0,0,1,-0.053521,0.023662,1.26484,0.11312,19.2189,0.0492218,0.000368509,1.67063e-05,8.06622e-05,-1.64779e-07,-2.99052e-07,54.2771,0.0094,-9,-9,0.661,-40.3573,250,0.0747885,9.14823,0.07,54027.4,0.1274,67,59.2415,0.73885,0.0522,0.0192,0.0287,0.006,1.0,0.009
18855,1,0.12732,0.00094,0.12716,1e-05,0.12783,1e-05,19.5311,0.174841,38.7841,0.176913,-9.0,0,1,-0.022638,0.025018,0.24873,0.14548,19.4888,0.0545208,0.000287406,1.44322e-05,0.000199965,-8.61571e-08,-2.77531e-07,48.6323,0.2698,-9,-9,6.205,-44.3542,250,0.08481,9.82915,0.065,54386.0,0.2108,50,27.1309,0.99658,0.0538,0.017,0.012,0.003,1.0,0.012
15508,1,0.13372,0.00095,0.13353,3e-05,0.13461,3e-05,19.5904,0.155367,38.8434,0.157696,-9.0,0,1,-0.059426,0.022423,0.88393,0.10636,19.3537,0.0302434,0.000325471,9.06604e-06,0.000287172,-1.8711e-07,-1.50879e-07,27.169,-0.5766,-9,-9,3.553,-50.2332,250,0.0252201,9.13587,0.068,54041.6,0.0952,42,47.5662,0.25641,0.0532,0.0164,0.0251,0.003,1.0,0.009
15234,1,0.13535,0.00095,0.13514,2e-05,0.13636,2e-05,19.8245,0.312165,39.0775,0.31333,-9.0,0,1,0.13004,0.028023,0.89204,0.20739,20.2128,0.0356759,0.000147523,4.84742e-06,0.00147791,-3.50136e-07,-1.90111e-07,16.9583,0.8282,-9,-9,1.758,-53.924,250,0.0238536,9.98362,0.061,54032.8,0.2,45,50.2254,0.27408,0.0706,0.0162,0.0654,0.016,1.0,0.04
000014,15,0.13614,0.00138,0.13599,0.001,0.1369,0.001,19.7241,0.204855,38.9771,0.206627,-9.0,0,1,-0.111842,0.033921,0.47577,0.57882,19.3954,0.0448413,0.000313203,1.29354e-05,0.00104444,-7.45974e-07,-2.56801e-07,35.878,-4.6363,-999,-999,17.7487,-39.8714,250,0.0224227,9.80415,0.048,55201.2,0.4951,8,3.60351,0.89101,0.1211,0.0234,0.035,0.002,1.0,0.005
17629,1,0.13658,0.00095,0.1364,2e-05,0.13742,2e-05,19.5945,0.193696,38.8475,0.195569,-9.0,0,1,0.061157,0.027137,-0.34633,0.1476,19.8089,0.0370283,0.000214018,7.29893e-06,0.000668768,-4.35768e-07,-1.5378e-07,30.6364,-1.0892,-9,-9,2.745,-47.5279,250,0.0241298,10.6342,0.056,54370.4,0.114,61,85.4753,0.0210457,0.0645,0.0161,-0.0782,0.003,1.0,0.013
19775,1,0.137,0.00095,0.13687,3e-05,0.13809,3e-05,19.7565,0.222665,39.0095,0.224296,-9.0,0,1,0.098699,0.030737,-0.212482,0.20423,20.0509,0.0545326,0.000171256,8.60154e-06,0.00102807,-3.22228e-07,-1.95269e-07,318.956,0.6513,-9,-9,0.295,-33.2285,250,0.0750758,10.0494,0.104,54404.4,0.1864,44,32.3427,0.90328,0.0706,0.016,-0.0946,0.004,1.0,0.018
18602,1,0.13713,0.00095,0.13696,2e-05,0.13834,2e-05,19.7086,0.257725,38.9616,0.259136,-9.0,0,1,0.063535,0.029645,0.90996,0.18668,19.8656,0.0506298,0.000203124,9.47206e-06,0.00135887,-5.24753e-07,-2.10208e-07,338.984,0.6092,-9,-9,0.61,-45.3089,250,0.0644303,8.85232,0.106,54393.8,0.1341,40,43.924,0.30883,0.0665,0.016,0.0424,0.008,1.0,0.027
17366,1,0.13822,0.00095,0.13811,1e-05,0.13929,1e-05,19.6327,0.125613,38.8857,0.128482,-9.0,0,1,-0.091214,0.024381,0.56478,0.16833,19.3343,0.0470795,0.000331357,1.43682e-05,0.000141811,-3.46193e-07,-2.68908e-07,315.787,-1.0292,-9,-9,10.979,-27.9862,250,0.0687305,10.2891,0.056,54351.5,0.2557,43,33.7706,0.84221,0.0577,0.0159,0.0145,0.001,1.0,0.004
15171,1,0.13826,0.00107,0.13818,0.0005,0.1392,0.0005,19.6973,0.157441,38.9503,0.15974,-9.0,0,1,-0.072561,0.025914,0.67029,0.14725,19.4545,0.0577537,0.000296608,1.57775e-05,0.000256604,-1.44907e-07,-2.98156e-07,304.793,-1.0645,-9,-9,1.163,-19.2613,250,0.0919506,9.85121,0.142,54029.1,0.1382,65,79.4026,0.10788,0.0588,0.0179,0.0281,0.003,1.0,0.008
190340,15,0.1384,0.00138,0.13824,0.001,0.1396,0.001,19.7699,0.121281,39.0229,0.12425,-9.0,0,1,-0.06629,0.026613,0.50784,0.086677,19.5213,0.0445877,0.000278911,1.1454e-05,0.000169003,-1.88059e-07,-2.43444e-07,334.134,0.4733,-999,-999,17.9277,-42.3456,250,0.0547951,10.0088,0.034,55815.3,0.0788,38,49.1525,0.10623,0.0564,0.0231,-0.0211,0.001,1.0,0.003
20084,1,0.13851,0.00095,0.13834,1e-05,0.13973,1e-05,19.7871,0.31794,39.0401,0.319084,-9.0,0,1,0.14895,0.030753,0.078701,0.28687,20.3104,0.0437946,0.000134846,5.43918e-06,0.00181547,-3.45446e-07,-1.28782e-07,347.975,-0.5781,-9,-9,0.616,-46.7375,250,0.0453638,9.92013,0.096,54407.2,0.2574,32,37.4862,0.23196,0.0746,0.0159,0.0219,0.017,1.0,0.042
090275,15,0.13955,0.00138,0.13959,0.001,0.14,0.001,19.7683,0.143245,39.0213,0.145767,-9.0,0,1,-0.037598,0.032102,-1.10837,0.17326,19.834,0.0412607,0.000209115,7.94688e-06,0.000990293,-4.29526e-07,-1.92944e-07,54.0721,-28.0515,-999,-999,17.1626,10.2624,250,0.0091991,10.184,0.008,55494.4,0.1347,22,11.5867,0.96534,0.0763,0.0229,-0.0339,0.002,1.0,0.003
1794,1,0.14082,0.00095,0.1407,6e-05,0.14191,6e-05,19.9245,0.182028,39.1775,0.184019,-9.0,0,1,0.038687,0.028114,1.15712,0.32796,19.8715,0.0527408,0.000202022,9.81344e-06,0.000410379,-4.17509e-08,-2.14475e-07,317.837,-0.4453,-9,-9,0.495,-30.0157,250,0.0756828,11.0328,0.076,53624.7,0.5721,44,34.0941,0.85882,0.0728,0.0156,-0.0543,0.003,1.0,0.01
340229,15,0.14123,0.00138,0.14108,0.001,0.142,0.001,19.7877,0.210706,39.0407,0.212429,-9.0,0,1,-0.005584,0.08806,-1.42415,0.84878,20.0366,0.14105,0.00017352,2.25425e-05,0.0577346,-1.27586e-05,-1.85976e-06,35.879,-2.8604,-999,-999,18.0418,-41.6636,250,0.0225389,9.69378,0.1,55919.1,0.5915,3,2.31908,0.50888,0.0933,0.0226,0.0037,0.012,1.0,0.011
2635,1,0.14325,0.00108,0.14311,0.0005,0.1437,0.0005,19.794,0.158316,39.047,0.160602,-9.0,0,1,-0.045749,0.025536,0.85923,0.1362,19.5979,0.0536384,0.000259919,1.28407e-05,8.06264e-05,-1.56037e-07,-2.45247e-07,52.7043,-1.2381,-9,-9,1.933,-35.6881,250,0.0837572,9.59628,0.054,53640.3,0.1738,76,72.8334,0.58168,0.058,0.0175,0.0197,0.003,1.0,0.008
17497,1,0.14404,0.00095,0.14388,2e-05,0.14479,2e-05,19.8226,0.168444,39.0756,0.170594,-9.0,0,1,0.038584,0.022744,0.90707,0.12522,19.7966,0.0323655,0.000216445,6.45217e-06,0.000129535,-1.54011e-07,-1.08643e-07,37.1366,-1.0421,-9,-9,2.559,-43.3932,250,0.0304391,10.0189,0.052,54364.7,0.1237,89,98.6635,0.22687,0.056,0.0153,-0.0639,0.002,1.0,0.01
8921,1,0.14423,0.00095,0.1441,1e-05,0.14539,1e-05,19.763,0.239442,39.016,0.24096,-9.0,0,1,-8e-06,0.031993,0.73414,0.26961,19.7166,0.0490775,0.000233013,1.05326e-05,0.000237754,-5.71486e-07,-1.7809e-08,325.002,-0.0079,-9,-9,0.519,-34.8884,250,0.0492417,9.52063,0.058,53693.0,0.2094,23,24.2516,0.38999,0.1179,0.0153,0.0095,0.004,1.0,0.014
13796,1,0.14747,0.00096,0.14729,2e-05,0.1487,2e-05,19.7142,0.169668,38.9672,0.171803,-9.0,0,1,-0.021491,0.022257,0.79596,0.11786,19.5934,0.0330593,0.000261005,7.94728e-06,0.000169035,-1.47162e-07,-1.33949e-07,350.692,0.5329,-9,-9,2.464,-47.1324,250,0.0362902,9.66952,0.055,54010.4,0.1178,65,41.4961,0.98983,0.0527,0.0151,0.0107,0.004,1.0,0.011
14024,1,0.14771,0.00096,0.14759,4e-05,0.14881,4e-05,19.881,0.186845,39.134,0.188785,-9.0,0,1,0.041117,0.03528,-1.92744,0.20112,20.2606,0.0666102,0.000141171,8.66088e-06,0.000876396,-2.41361e-07,-2.28367e-07,318.199,0.9163,-9,-9,2.54,-31.2074,250,0.0990946,10.7329,0.198,54011.2,0.2111,77,38.7157,0.99992,0.0786,0.0151,-0.0843,0.004,1.0,0.01
180166,15,0.14778,0.00138,0.14757,0.001,0.1475,0.001,19.908,0.168022,39.161,0.170177,-9.0,0,1,0.035097,0.025671,0.60099,0.11034,19.9028,0.0312554,0.000196277,5.65027e-06,7.34394e-05,-1.03103e-07,-1.2325e-07,242.843,55.0642,-999,-999,17.9129,-54.9867,250,0.00694992,10.0333,0.078,55763.8,0.1445,38,52.2769,0.0614411,0.0591,0.0217,-0.0774,0.002,1.0,0.01
13736,1,0.14898,0.00096,0.14882,2e-05,0.15021,2e-05,19.9076,0.172844,39.1606,0.17494,-9.0,0,1,-0.022762,0.024428,1.11597,0.16716,19.7422,0.0429844,0.000227566,9.00936e-06,0.000418919,-3.35972e-07,-1.61916e-07,336.833,1.031,-9,-9,2.402,-42.1088,250,0.0586382,9.07749,0.08,54015.8,0.1337,68,90.2769,0.0367274,0.0595,0.015,0.0173,0.004,1.0,0.011
